[INFO ] [2022-10-15 16:45:53,121] Pre-Condition - Open browser and navigate to app Url
[INFO ] [2022-10-17 14:33:25,517] Register - Step 02: Click to Submit button
[INFO ] [2022-10-17 14:33:26,403] Register - Step 03: Get UserID/ Password infomation
[INFO ] [2022-10-17 14:33:26,599] Login - Step 01: Get Login Page Url 
[INFO ] [2022-10-17 14:33:27,421] Login - Step 02: Open Login Page 
[INFO ] [2022-10-17 14:33:27,481]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:33:27,481] Login - Step 03: Input UserID/ Password texbox
[INFO ] [2022-10-17 14:33:27,773] Login - Step 04: Click to Login button
[INFO ] [2022-10-17 14:33:28,793] Login - Step 05: Verify home page
[INFO ] [2022-10-17 14:33:28,873]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:33:28,878] New Customer - Step 01: Open New Customer Page
[INFO ] [2022-10-17 14:33:29,370] New Customer - Step 02: Verify New Customer Page Display
[INFO ] [2022-10-17 14:33:29,447] New Customer - Step 03: Input to Customer Name text box
[INFO ] [2022-10-17 14:33:29,610] New Customer - Step 04: Input to Gender with male values
[INFO ] [2022-10-17 14:33:29,740] New Customer - Step 05: Input to Date of Birth text box
[INFO ] [2022-10-17 14:33:29,889] New Customer - Step 06: Input to Address area
[INFO ] [2022-10-17 14:33:30,046] New Customer - Step 07: Input to City text box
[INFO ] [2022-10-17 14:33:30,184] New Customer - Step 08: Input to State text box
[INFO ] [2022-10-17 14:33:30,337] New Customer - Step 09: Input to PIN text box
[INFO ] [2022-10-17 14:33:30,476] New Customer - Step 10: Input to Phone Number text box
[INFO ] [2022-10-17 14:33:30,617] New Customer - Step 11: Input to Email text box
[INFO ] [2022-10-17 14:33:30,770] New Customer - Step 12: Input to Password text box
[INFO ] [2022-10-17 14:33:30,915] New Customer - Step 13: Click to Submit Button
[INFO ] [2022-10-17 14:33:31,919] New Customer - Step 14: Verify New Customer register success
[INFO ] [2022-10-17 14:33:32,003] New Customer - Step 15: Verify Customer Name display correct
[INFO ] [2022-10-17 14:33:32,058]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:33:32,058] New Customer - Step 16: Verify Gender display correct
[INFO ] [2022-10-17 14:33:32,120]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:33:32,120] New Customer - Step 17: Verify Date Of Birth display correct
[INFO ] [2022-10-17 14:33:32,201]  -------------------------- FAILED -------------------------- 
[INFO ] [2022-10-17 14:33:32,202] New Customer - Step 18: Verify Address display correct
[INFO ] [2022-10-17 14:33:32,259]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:33:32,259] New Customer - Step 19: Verify City display correct
[INFO ] [2022-10-17 14:33:32,323]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:33:32,323] New Customer - Step 20: Verify State display correct
[INFO ] [2022-10-17 14:33:32,384]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:33:32,384] New Customer - Step 21: Verify PIN display correct
[INFO ] [2022-10-17 14:33:32,450]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:33:32,450] New Customer - Step 22: Verify Mobile No. display correct
[INFO ] [2022-10-17 14:33:32,510]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:33:32,510] New Customer - Step 23: Verify Email display correct
[INFO ] [2022-10-17 14:33:32,572]  -------------------------- PASSED -------------------------- 
[INFO ] [2022-10-17 14:33:32,576] Post-Condition - Close browser
[INFO ] [2022-10-17 14:33:32,576] OS name = windows 10
[INFO ] [2022-10-17 14:33:32,577] Driver instance name = chromedriver: chrome on windows (64a1dc5a41986304f2826de7a9968886)
